,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,tenure-grp,gender_Female,gender_Male,Partner_No,Partner_Yes,Dependents_No,Dependents_Yes,SeniorCitizen_0,SeniorCitizen_1,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
6568,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,19.7,130.25,0,1-12,0,1,0,1,0,1,1,0,0,0,0,1
6569,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,19.5,162.15,0,1-12,1,0,0,1,0,1,1,0,0,0,0,1
6570,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,29.15,110.05,0,1-12,1,0,1,0,1,0,1,0,0,0,0,1
6571,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,55,1885.15,0,25 - 36,1,0,1,0,1,0,1,0,0,0,0,1
6572,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,90.8,6302.85,0,61 - 72,0,1,0,1,1,0,1,0,0,1,0,0
6573,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,One year,No,51,2264.5,0,37 - 48,1,0,0,1,0,1,1,0,1,0,0,0
6574,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,90.1,816.8,0,1-12,1,0,1,0,1,0,0,1,0,0,1,0
6575,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,59.05,1253.5,0,13 - 24,1,0,1,0,1,0,1,0,0,0,0,1
6576,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,20.3,41.2,0,1-12,1,0,1,0,1,0,1,0,0,0,0,1
6577,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,72.95,5265.55,0,61 - 72,0,1,0,1,1,0,1,0,1,0,0,0
6578,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,73.55,693.3,0,1-12,1,0,1,0,0,1,1,0,0,1,0,0
6579,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,84.3,5997.1,0,61 - 72,0,1,1,0,1,0,1,0,0,1,0,0
6580,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,78,3824.2,0,49 - 60,1,0,0,1,0,1,1,0,0,1,0,0
6581,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,No,72.1,3886.05,0,49 - 60,1,0,1,0,1,0,0,1,0,0,0,1
6582,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,106.75,7283.25,0,61 - 72,1,0,1,0,1,0,1,0,0,1,0,0
6583,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,19.25,412.55,0,13 - 24,1,0,1,0,1,0,1,0,0,0,0,1
6584,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,20.55,1070.25,0,49 - 60,1,0,0,1,0,1,1,0,0,1,0,0
6585,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,20,817.95,0,37 - 48,1,0,0,1,0,1,1,0,0,0,0,1
6586,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,24.65,1171.3,0,37 - 48,1,0,0,1,0,1,1,0,0,1,0,0
6587,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,103.5,6548.65,0,61 - 72,0,1,1,0,1,0,0,1,1,0,0,0
6588,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,23.85,625.65,0,13 - 24,1,0,0,1,0,1,1,0,0,0,0,1
6589,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,25.8,1911.5,0,61 - 72,1,0,0,1,1,0,1,0,0,1,0,0
6590,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,70.85,70.85,1,1-12,1,0,1,0,1,0,1,0,0,0,1,0
6591,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,69.8,134.7,1,1-12,0,1,1,0,1,0,1,0,0,1,0,0
6592,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,No,59.45,1507,0,25 - 36,0,1,1,0,1,0,1,0,0,1,0,0
6593,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,54.55,2978.3,1,49 - 60,0,1,0,1,1,0,1,0,1,0,0,0
6594,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,20.05,299.3,0,13 - 24,0,1,1,0,1,0,1,0,0,0,1,0
6595,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,82.55,5832.65,0,61 - 72,0,1,0,1,1,0,1,0,0,0,1,0
6596,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,81.25,5567.55,0,61 - 72,0,1,1,0,1,0,1,0,0,0,1,0
6597,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,70.75,450.8,1,1-12,1,0,1,0,1,0,1,0,0,1,0,0
6598,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,74.3,4166.35,0,49 - 60,1,0,1,0,1,0,1,0,0,1,0,0
6599,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,94.1,1215.6,1,13 - 24,1,0,0,1,1,0,1,0,0,0,1,0
6600,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,29.7,91.7,1,1-12,1,0,0,1,0,1,1,0,0,1,0,0
6601,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,109.7,7898.45,0,61 - 72,0,1,0,1,1,0,0,1,0,1,0,0
6602,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,96.35,3915.4,0,37 - 48,1,0,0,1,0,1,1,0,0,1,0,0
6603,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,66.6,979.5,0,13 - 24,0,1,0,1,1,0,1,0,0,1,0,0
6604,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,44.5,90.05,0,1-12,0,1,0,1,0,1,1,0,0,0,1,0
6605,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,110.9,7432.05,1,61 - 72,0,1,1,0,1,0,0,1,0,1,0,0
6606,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,105,4026.4,1,37 - 48,1,0,0,1,1,0,1,0,0,0,1,0
6607,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,25.3,25.3,1,1-12,0,1,1,0,0,1,1,0,0,0,1,0
6608,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,55.15,1193.05,1,13 - 24,0,1,1,0,1,0,1,0,0,1,0,0
6609,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,20.1,20.1,1,1-12,0,1,1,0,1,0,1,0,0,0,0,1
6610,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,80.1,398.55,0,1-12,0,1,1,0,1,0,1,0,0,0,0,1
6611,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,One year,No,69.05,1958.45,0,25 - 36,0,1,0,1,0,1,1,0,1,0,0,0
6612,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,69.9,69.9,1,1-12,0,1,0,1,0,1,1,0,0,0,0,1
6613,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,20.4,63.15,0,1-12,1,0,1,0,1,0,1,0,0,0,0,1
6614,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,19.7,1301.1,0,61 - 72,0,1,0,1,0,1,1,0,0,1,0,0
6615,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,50.1,484.05,0,1-12,0,1,1,0,0,1,1,0,0,0,1,0
6616,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,101.4,4528,1,37 - 48,0,1,1,0,1,0,1,0,0,0,1,0
6617,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,83.45,3887.85,0,37 - 48,1,0,1,0,1,0,1,0,0,1,0,0
6618,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,86.65,2208.75,0,25 - 36,0,1,1,0,1,0,1,0,0,1,0,0
6619,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,20.15,238.15,0,1-12,1,0,1,0,1,0,1,0,1,0,0,0
6620,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,80.8,80.8,1,1-12,0,1,1,0,1,0,1,0,0,0,1,0
6621,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,19.4,958.15,0,37 - 48,1,0,0,1,0,1,1,0,0,1,0,0
6622,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,62.05,118.3,1,1-12,0,1,1,0,1,0,1,0,1,0,0,0
6623,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,76.45,76.45,1,1-12,0,1,1,0,1,0,0,1,0,0,1,0
6624,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,60.05,3845.45,0,61 - 72,0,1,0,1,0,1,1,0,1,0,0,0
6625,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,91.3,1094.5,1,1-12,1,0,1,0,1,0,0,1,0,0,1,0
6626,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,95.75,573.75,1,1-12,0,1,0,1,1,0,0,1,0,0,1,0
6627,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,20.35,1267,0,49 - 60,1,0,0,1,1,0,1,0,0,0,0,1
6628,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,94.05,633.45,0,1-12,1,0,1,0,1,0,1,0,0,0,0,1
6629,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,84.1,6129.65,0,61 - 72,1,0,0,1,1,0,0,1,0,1,0,0
6630,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,78.75,1218.25,0,13 - 24,0,1,1,0,1,0,0,1,0,0,1,0
6631,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,55.55,1405.3,0,25 - 36,0,1,0,1,1,0,1,0,0,1,0,0
6632,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,62.65,2274.9,1,25 - 36,1,0,0,1,1,0,1,0,0,0,1,0
6633,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,74.5,74.5,1,1-12,1,0,1,0,1,0,1,0,0,0,1,0
6634,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,102.1,1068.85,1,1-12,1,0,0,1,0,1,1,0,0,1,0,0
6635,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,20.1,533.9,0,13 - 24,0,1,0,1,1,0,1,0,0,0,0,1
6636,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,One year,No,70.3,676.15,0,1-12,1,0,0,1,0,1,1,0,0,0,1,0
6637,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,53.65,3804.4,0,61 - 72,0,1,0,1,1,0,1,0,0,1,0,0
6638,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,20.75,1118.8,0,49 - 60,0,1,1,0,1,0,1,0,0,0,0,1
6639,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,103.4,5236.4,0,49 - 60,0,1,0,1,0,1,1,0,1,0,0,0
6640,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,50.8,1386.8,0,25 - 36,0,1,0,1,0,1,1,0,0,0,0,1
6641,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,50.15,762.25,1,13 - 24,1,0,1,0,1,0,1,0,0,0,1,0
6642,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,79,1902,0,25 - 36,0,1,1,0,1,0,1,0,0,0,0,1
6643,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,74.6,239.05,0,1-12,1,0,0,1,1,0,0,1,1,0,0,0
6644,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,96.5,5673.7,0,61 - 72,0,1,0,1,1,0,1,0,1,0,0,0
6645,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,20.1,39.8,0,1-12,1,0,1,0,1,0,1,0,0,0,0,1
6646,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,19.4,997.75,0,49 - 60,0,1,0,1,0,1,1,0,0,0,0,1
6647,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,77.55,5574.35,0,61 - 72,1,0,0,1,0,1,1,0,0,1,0,0
6648,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,20.05,406.05,0,13 - 24,1,0,0,1,0,1,1,0,0,0,0,1
6649,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,19.85,138.85,0,1-12,0,1,0,1,0,1,1,0,0,1,0,0
6650,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,20.2,123.65,0,1-12,1,0,1,0,1,0,1,0,0,0,0,1
6651,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,67.45,1801.1,0,25 - 36,1,0,1,0,1,0,1,0,0,0,0,1
6652,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,18.55,689,0,25 - 36,0,1,1,0,1,0,1,0,0,1,0,0
6653,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,29.75,790.7,0,25 - 36,1,0,1,0,1,0,1,0,0,0,0,1
6654,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,86.5,582.5,1,1-12,1,0,0,1,1,0,1,0,0,0,1,0
6655,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,24.2,1618.2,0,61 - 72,1,0,1,0,1,0,1,0,0,0,0,1
6656,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,23.55,1173.35,0,37 - 48,0,1,0,1,0,1,1,0,0,0,0,1
6657,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,20.45,900.9,0,49 - 60,1,0,0,1,1,0,1,0,1,0,0,0
6658,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,81.45,2122.05,1,25 - 36,0,1,1,0,1,0,0,1,0,0,1,0
6659,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,92.3,6719.9,0,61 - 72,0,1,0,1,1,0,1,0,0,1,0,0
6660,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,69.15,69.15,1,1-12,0,1,0,1,1,0,1,0,0,0,1,0
6661,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,53.65,3784,0,61 - 72,1,0,0,1,0,1,1,0,0,1,0,0
6662,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,No,39.65,1798.65,0,37 - 48,1,0,1,0,1,0,1,0,0,1,0,0
6663,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,54.65,54.65,0,1-12,1,0,1,0,1,0,1,0,0,0,1,0
6664,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,104.8,3886.45,0,25 - 36,1,0,1,0,1,0,1,0,1,0,0,0
6665,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,29.3,1224.05,0,37 - 48,0,1,0,1,0,1,1,0,0,1,0,0
6666,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,83.85,2310.2,0,25 - 36,1,0,0,1,1,0,0,1,0,0,1,0
6667,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,79.55,723.4,1,1-12,1,0,1,0,1,0,1,0,0,0,1,0
6668,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,103.65,3988.5,0,37 - 48,1,0,1,0,1,0,1,0,0,0,1,0
6669,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,99.05,3554.6,0,25 - 36,1,0,1,0,1,0,0,1,0,0,1,0
6671,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,100.05,6034.85,0,49 - 60,1,0,0,1,1,0,1,0,0,0,0,1
6672,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,20.35,531.6,0,25 - 36,0,1,1,0,1,0,1,0,0,1,0,0
6673,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,43.95,85.1,0,1-12,1,0,1,0,1,0,0,1,0,0,1,0
6674,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,23.5,173,0,1-12,0,1,1,0,1,0,1,0,0,0,0,1
6675,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,70.7,2511.95,0,25 - 36,1,0,1,0,1,0,1,0,0,0,0,1
6676,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,94.3,3893.6,0,37 - 48,1,0,0,1,0,1,1,0,1,0,0,0
6677,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,29.15,357.15,0,13 - 24,1,0,1,0,1,0,1,0,0,0,1,0
6678,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,20.85,467.5,0,13 - 24,0,1,1,0,0,1,1,0,0,1,0,0
6679,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,No,37.7,2288.7,0,49 - 60,1,0,0,1,1,0,1,0,1,0,0,0
6680,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,95.5,4627.85,1,37 - 48,1,0,1,0,0,1,1,0,0,0,0,1
6681,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,91.05,289.1,1,1-12,0,1,1,0,1,0,0,1,0,0,1,0
6682,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,92.45,6460.55,0,61 - 72,0,1,0,1,1,0,1,0,0,0,0,1
6683,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,One year,No,44.15,1931.3,0,37 - 48,0,1,1,0,1,0,1,0,0,0,1,0
6684,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,Yes,36.05,402.6,0,1-12,1,0,1,0,0,1,1,0,0,0,0,1
6685,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,50.25,2221.55,0,37 - 48,1,0,0,1,1,0,1,0,0,1,0,0
6686,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,109.75,7758.9,0,61 - 72,0,1,0,1,1,0,1,0,0,1,0,0
6687,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,79.2,172.85,1,1-12,1,0,0,1,1,0,0,1,0,0,1,0
6688,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,20.3,224.5,0,1-12,1,0,0,1,0,1,1,0,1,0,0,0
6689,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,112.35,7388.45,0,61 - 72,1,0,0,1,0,1,1,0,0,1,0,0
6690,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,94.3,3460.95,0,37 - 48,0,1,0,1,1,0,1,0,0,0,0,1
6691,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,No,41.15,1700.9,0,37 - 48,1,0,1,0,1,0,1,0,1,0,0,0
6692,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,74.65,3090.65,0,37 - 48,1,0,1,0,1,0,1,0,1,0,0,0
6693,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,48.25,1293.8,0,25 - 36,1,0,1,0,1,0,1,0,0,0,1,0
6694,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,76.15,645.8,0,1-12,0,1,0,1,0,1,1,0,0,1,0,0
6695,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,71.1,5224.95,0,61 - 72,1,0,0,1,0,1,1,0,0,0,0,1
6696,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,96.55,500.1,0,1-12,0,1,1,0,1,0,1,0,0,0,1,0
6697,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,79.3,2427.1,0,25 - 36,1,0,1,0,1,0,1,0,0,1,0,0
6698,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,89.6,3488.15,0,37 - 48,0,1,1,0,1,0,1,0,0,1,0,0
6699,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,20.5,1035.7,0,49 - 60,1,0,1,0,1,0,1,0,0,0,0,1
6700,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,106.3,7565.35,0,61 - 72,0,1,0,1,1,0,1,0,1,0,0,0
6701,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,100.35,2799,0,25 - 36,0,1,0,1,0,1,1,0,1,0,0,0
6702,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,85.6,1601.5,0,13 - 24,0,1,0,1,0,1,1,0,0,0,1,0
6703,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,45.25,85.5,1,1-12,1,0,1,0,1,0,1,0,0,0,1,0
6704,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,106.15,6256.2,0,49 - 60,1,0,0,1,0,1,1,0,0,0,1,0
6705,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,51.1,1232.9,0,13 - 24,0,1,0,1,0,1,1,0,0,0,1,0
6706,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,19.9,19.9,0,1-12,1,0,1,0,1,0,1,0,0,0,0,1
6707,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,25.7,1937.4,0,61 - 72,1,0,0,1,1,0,0,1,0,1,0,0
6708,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,74.3,1096.25,1,13 - 24,1,0,1,0,1,0,0,1,0,0,1,0
6709,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,99.4,5059.75,0,49 - 60,0,1,0,1,1,0,1,0,0,0,1,0
6710,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,69.7,3023.65,0,37 - 48,1,0,0,1,0,1,1,0,1,0,0,0
6711,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,98.35,4889.2,0,49 - 60,1,0,0,1,0,1,1,0,0,0,1,0
6712,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,85.45,2289.9,0,25 - 36,0,1,0,1,0,1,1,0,0,0,1,0
6713,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,95.9,6503.2,0,61 - 72,0,1,1,0,1,0,0,1,0,0,1,0
6714,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,100.75,1313.25,0,13 - 24,0,1,1,0,1,0,1,0,0,0,1,0
6715,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,89.2,990.3,0,1-12,1,0,1,0,1,0,1,0,0,0,1,0
6716,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,74.1,228,1,1-12,1,0,0,1,1,0,1,0,0,1,0,0
6717,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,100.6,5746.15,1,49 - 60,0,1,0,1,1,0,0,1,0,0,1,0
6718,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,75,209.1,1,1-12,0,1,1,0,1,0,1,0,0,0,0,1
6719,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,25.75,1864.2,0,61 - 72,0,1,0,1,1,0,1,0,0,1,0,0
6720,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,84.1,5979.7,0,61 - 72,0,1,0,1,0,1,1,0,0,0,1,0
6721,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,79.3,3902.45,0,49 - 60,1,0,0,1,0,1,1,0,1,0,0,0
6722,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,107.05,7142.5,0,61 - 72,1,0,0,1,1,0,0,1,0,1,0,0
6723,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,20.05,902,0,37 - 48,0,1,1,0,1,0,1,0,1,0,0,0
6724,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,70.2,4481,1,61 - 72,1,0,1,0,1,0,0,1,0,1,0,0
6725,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,19.5,805.2,0,37 - 48,1,0,0,1,1,0,1,0,1,0,0,0
6726,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,70.75,154.85,1,1-12,1,0,1,0,1,0,0,1,0,0,1,0
6727,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,45.3,528.45,0,13 - 24,1,0,0,1,1,0,0,1,0,0,1,0
6728,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,115.15,8349.7,0,61 - 72,1,0,0,1,1,0,1,0,0,0,1,0
6729,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,72.95,4953.25,0,61 - 72,0,1,0,1,0,1,1,0,1,0,0,0
6730,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,19.65,332.65,0,13 - 24,0,1,0,1,0,1,1,0,0,0,0,1
6731,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,19.55,470.2,0,13 - 24,1,0,1,0,1,0,1,0,1,0,0,0
6732,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,89.55,2259.35,0,13 - 24,1,0,1,0,1,0,1,0,0,0,1,0
6733,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,50.35,1411.35,0,25 - 36,0,1,1,0,1,0,1,0,0,0,0,1
